gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,1,1,63,1,2,0,2,0,2,2,0,2,2,0,3,75.7,4001,0
0,0,1,0,58,1,2,1,2,2,2,0,2,2,1,1,1,110.65,5264,0
0,0,1,1,27,1,0,2,1,1,1,1,1,1,1,1,3,20.55,4847,0
0,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,1,115.15,6092,0
0,0,0,0,63,1,0,0,0,0,2,0,0,2,1,0,1,58.55,3083,0
1,0,1,0,71,1,2,1,0,2,2,0,0,2,0,1,0,93.25,5341,0
0,1,0,0,41,1,2,1,2,2,2,0,2,2,0,1,2,113.2,4011,1
1,1,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,90.5,414,1
1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,2,79.0,838,1
0,0,1,1,68,1,0,2,1,1,1,1,1,1,2,1,0,19.35,578,0
1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,1,3,48.75,4096,0
1,1,0,0,65,1,2,1,2,0,2,2,2,2,2,1,2,109.05,5619,0
1,1,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,25.0,1395,0
0,0,0,0,28,1,2,0,0,0,0,2,0,0,0,1,1,54.9,958,0
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,24.75,1468,0
0,0,0,0,2,1,0,1,2,2,0,0,2,0,0,1,2,91.15,1213,0
0,0,0,1,18,1,0,2,1,1,1,1,1,1,1,0,0,20.15,3387,1
1,1,1,0,60,1,2,1,0,2,2,0,2,2,1,1,2,104.35,5165,0
0,1,0,0,26,1,2,0,0,0,0,2,0,2,0,1,2,66.05,1176,0
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.65,5614,1
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,5909,1
1,0,1,1,68,1,2,0,2,2,2,2,2,2,2,1,1,92.2,5197,0
0,0,0,0,38,1,0,1,0,2,2,2,0,0,0,1,1,84.25,2884,1
0,1,1,0,42,1,2,1,2,0,2,0,2,2,1,1,0,105.2,3946,0
0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,1,0,19.6,307,0
1,0,1,0,54,0,1,0,0,2,0,0,0,0,0,0,2,30.4,1135,0
0,0,0,0,12,1,0,1,0,0,0,0,0,2,0,0,0,78.1,6477,1
0,0,1,0,44,1,0,0,2,2,2,0,0,0,1,1,3,61.5,2407,0
1,0,1,1,42,1,2,0,2,2,0,0,2,0,0,1,0,69.4,2700,0
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1337,0
0,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,3,91.05,5129,0
0,0,1,0,19,1,2,1,0,0,2,0,0,2,0,0,3,89.65,1330,1
0,0,1,0,23,1,2,0,0,0,0,2,2,2,0,1,1,73.65,1162,0
0,0,0,0,30,1,0,2,1,1,1,1,1,1,2,0,1,19.4,4811,0
1,0,0,0,35,1,2,2,1,1,1,1,1,1,1,0,0,26.2,6497,0
0,0,0,0,10,1,2,1,2,0,0,0,2,2,0,1,2,98.7,6533,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,43.85,3703,0
1,0,0,0,22,1,0,1,0,0,0,0,0,0,0,1,3,69.7,927,0
1,0,1,1,7,0,1,0,2,2,2,0,0,0,2,0,3,38.55,2470,0
0,0,0,0,36,0,1,0,2,2,2,2,0,2,2,1,3,53.1,1544,0
0,0,1,1,34,1,0,2,1,1,1,1,1,1,0,0,3,20.65,5650,0
1,0,1,1,72,1,2,0,2,2,2,0,0,0,2,0,1,64.45,4039,0
1,0,1,1,36,1,2,2,1,1,1,1,1,1,2,0,1,25.1,6443,0
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.35,5865,1
0,0,0,0,23,1,2,1,0,2,0,0,0,0,0,1,2,79.15,1205,1
1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,1,2,85.0,2333,1
0,0,1,1,71,1,2,1,2,2,2,2,0,0,1,1,1,95.15,5402,0
0,1,0,0,23,1,2,1,0,0,2,0,0,0,0,1,3,79.35,1431,0
1,0,1,0,17,1,0,1,0,0,2,0,2,2,1,1,0,96.65,1082,0
1,0,0,0,1,1,0,0,0,0,2,2,2,2,0,1,2,75.5,5815,0
1,0,1,1,12,1,0,2,1,1,1,1,1,1,2,0,3,19.7,2277,0
0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.5,954,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.2,1522,0
1,1,1,0,72,1,2,1,0,2,0,0,2,2,2,0,0,98.35,5510,0
1,0,1,1,60,1,2,1,0,0,0,0,0,0,0,0,0,74.35,3823,0
0,0,1,1,61,0,1,0,0,2,2,2,2,0,2,0,1,51.35,2867,0
0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,3,45.65,2852,0
1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,0,2,85.3,2360,1
0,0,0,1,31,1,2,1,0,0,0,0,2,0,0,1,1,86.55,2387,1
1,0,0,0,19,1,0,1,0,2,0,0,0,0,0,1,1,73.85,827,1
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,20.3,779,0
0,0,0,0,32,1,2,0,0,2,0,0,0,0,0,1,2,54.2,1291,0
1,0,1,0,65,1,2,1,0,2,0,0,0,2,0,1,2,90.65,4911,0
0,0,1,1,45,0,1,0,2,0,0,0,2,2,0,1,0,50.9,2012,0
1,0,0,0,42,1,2,2,1,1,1,1,1,1,1,0,2,25.05,6482,0
1,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,74.85,4764,0
1,0,0,1,32,1,0,2,1,1,1,1,1,1,2,0,3,20.5,5524,0
0,1,1,0,22,1,2,0,2,2,0,2,0,0,0,1,3,63.55,734,0
1,1,1,0,57,0,1,0,0,0,0,0,2,2,0,1,2,44.85,2273,1
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,47.95,4023,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.1,3855,1
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.0,3853,0
1,0,0,0,24,1,0,1,0,0,0,2,2,2,0,1,2,96.0,1793,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.05,1650,1
1,1,0,0,54,1,2,1,0,2,0,0,0,2,0,1,2,90.05,4226,0
0,0,0,0,4,1,2,2,1,1,1,1,1,1,2,1,1,25.3,344,0
1,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,0,108.65,5514,1
0,0,1,0,56,1,2,2,1,1,1,1,1,1,1,0,2,24.3,522,0
1,0,0,0,45,1,0,0,2,0,2,0,2,2,0,1,2,75.95,2891,0
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.7,808,0
1,0,1,0,59,1,0,0,2,2,2,0,2,0,1,0,1,66.4,3425,0
1,0,0,0,69,0,1,0,0,2,2,0,0,0,1,1,0,35.75,2181,0
1,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,3,18.8,2457,0
0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,1,19.4,209,0
0,0,0,0,38,1,0,2,1,1,1,1,1,1,1,0,3,19.3,5843,0
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,2,45.55,3483,1
0,1,1,0,47,1,2,0,2,2,2,0,0,0,0,1,1,67.45,2875,0
0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,1,2,35.1,5424,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46.2,3948,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.15,3856,1
1,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,2,43.3,3701,1
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,20.1,6453,0
0,1,0,0,38,1,0,0,2,2,0,0,0,0,0,1,1,57.15,1932,1
0,0,1,0,65,1,0,0,2,0,2,2,0,0,2,0,1,58.9,3343,0
0,0,1,0,19,1,0,1,2,0,0,0,0,0,0,1,2,73.2,858,1
1,0,0,0,52,1,0,1,0,2,0,0,0,2,0,1,2,85.35,3731,1
1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.45,726,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95,3869,1
0,1,0,0,52,0,1,0,0,2,2,2,2,0,0,1,2,50.5,2264,0
1,0,1,0,6,1,2,2,1,1,1,1,1,1,1,0,3,25.1,1250,0
0,1,1,0,26,1,0,0,0,0,2,0,0,2,1,0,3,60.7,1097,0
1,1,0,0,48,1,2,1,0,2,0,0,2,2,1,1,2,99.0,4055,0
0,0,1,1,64,1,2,1,2,0,0,2,2,2,1,1,0,104.4,5375,0
0,0,0,0,3,1,0,1,0,2,0,0,2,0,0,0,2,83.75,2163,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.05,3778,0
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,24.1,1288,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.55,3862,0
0,0,1,1,51,1,2,1,2,2,0,0,0,2,0,1,2,93.8,3907,0
0,0,1,1,41,1,0,2,1,1,1,1,1,1,2,0,0,19.7,6079,0
0,0,1,1,72,1,0,0,2,2,2,0,2,0,2,1,1,70.65,4286,0
0,0,1,0,43,1,2,0,2,2,0,2,2,2,2,0,1,86.45,3139,0
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,114.1,6094,0
1,0,1,0,47,1,2,1,0,0,0,0,2,2,1,1,1,95.2,3929,0
1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,1,88.55,5173,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,1,20.75,5359,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05,5545,1
1,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,86.0,1172,1
1,0,0,0,26,0,1,0,2,2,0,0,0,2,0,1,0,44.65,338,0
1,0,1,1,29,1,0,0,2,0,0,0,0,2,0,1,3,60.2,1429,0
0,1,1,0,35,1,2,1,2,2,0,2,2,0,0,1,0,100.5,3202,1
1,0,0,0,27,1,0,0,2,2,0,0,0,0,1,0,0,55.45,919,0
1,0,1,1,24,1,0,0,2,2,0,2,0,2,0,1,1,70.3,1247,0
1,0,1,1,67,1,0,0,2,0,2,2,0,0,2,1,0,60.4,3422,0
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,0,2,72.65,405,1
0,0,0,0,23,1,0,0,0,2,2,0,0,0,1,0,0,55.8,638,0
1,0,0,0,14,0,1,0,0,2,0,0,0,0,0,1,3,31.1,3625,0
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,21.0,1771,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.1,3855,1
1,1,0,0,4,0,1,0,0,2,0,0,2,2,0,1,1,50.95,1736,0
1,0,0,1,16,1,2,0,2,2,0,0,0,2,0,1,2,69.1,210,0
0,0,1,0,46,0,1,0,0,0,0,0,2,2,0,1,2,43.95,1677,0
1,0,0,1,68,1,2,0,2,2,0,2,2,2,2,1,0,86.5,4870,0
1,0,0,0,38,1,2,0,2,2,2,2,0,0,0,0,2,69.95,2350,0
1,1,1,0,30,1,0,0,0,2,0,0,0,0,0,1,0,50.4,994,1
0,1,0,0,5,1,0,1,0,0,0,0,0,2,0,0,2,78.95,3289,1
1,0,0,0,17,1,0,1,0,2,2,0,0,2,0,1,1,90.95,1117,0
1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,3,19.9,5868,0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,2,20.15,2292,0
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,90.6,5225,0
1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,92.0,2356,0
1,0,0,0,56,1,2,1,0,2,0,2,0,2,0,1,2,94.45,4357,1
0,0,0,0,41,1,2,2,1,1,1,1,1,1,1,1,3,24.85,6514,0
1,0,0,0,40,0,1,0,0,2,0,2,0,0,1,0,1,36.0,735,0
0,0,0,0,7,1,0,0,2,2,0,2,2,2,0,1,2,78.5,4754,0
1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,0,1,19.95,771,0
1,0,1,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.65,945,0
0,0,1,1,5,0,1,0,0,2,0,0,0,0,0,1,2,30.5,1196,0
0,0,1,1,72,1,2,1,2,2,2,2,2,0,2,0,1,106.1,5893,0
1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,1,0,20.5,6294,0
0,0,0,0,65,1,2,1,0,2,2,0,2,0,1,1,2,95.5,5065,0
0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,0,2,64.6,1292,0
1,0,0,0,24,1,0,0,0,0,0,2,0,0,0,1,1,51.1,538,0
0,0,0,0,44,1,2,1,0,2,2,0,0,0,0,1,0,84.8,3347,1
0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,89.1,5172,0
1,0,0,0,24,1,0,0,2,0,0,2,0,0,0,0,2,54.95,678,0
1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,50.9,4279,1
1,0,1,0,22,1,0,2,1,1,1,1,1,1,0,1,0,20.45,4031,0
1,0,1,1,70,1,2,0,0,2,2,2,2,2,2,1,1,85.95,4912,0
1,0,1,1,25,1,2,0,0,0,0,0,2,0,0,0,2,60.35,783,0
1,0,1,1,37,1,0,2,1,1,1,1,1,1,2,0,0,19.8,5689,0
0,1,1,1,22,1,2,1,0,0,0,0,2,0,0,0,0,85.35,1612,0
0,0,1,1,59,1,2,0,0,0,2,2,2,0,2,1,0,72.1,3630,0
1,0,1,1,49,1,2,1,0,0,2,0,2,2,0,1,2,99.8,4162,1
1,0,1,1,47,1,2,1,0,0,2,2,2,2,0,1,0,107.35,4351,1
0,0,1,1,31,1,0,2,1,1,1,1,1,1,0,1,3,19.55,5294,1
1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,2,81.05,6099,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.5,5869,0
0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,111.8,4830,0
1,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,3,19.7,3591,0
0,0,0,0,3,1,0,1,2,2,0,0,0,0,0,1,2,79.1,2152,1
0,0,0,0,51,1,0,2,1,1,1,1,1,1,1,1,0,19.85,6567,0
0,0,1,0,51,1,0,0,2,2,0,2,0,0,1,1,0,60.5,2777,0
0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,19.55,2337,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,1667,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,21.05,1772,0
1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,2,71.5,3935,0
1,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,3,54.65,1510,0
1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,1,19.2,6382,0
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,49.8,4188,0
1,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,3,25.5,1809,1
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20.5,952,0
1,0,1,1,55,1,2,1,0,0,2,0,2,0,0,1,1,90.4,4342,0
0,0,0,0,70,1,2,1,0,2,2,2,0,0,1,1,0,90.25,5192,0
0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.75,1089,1
1,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,0,104.6,5473,0
1,0,1,0,65,1,2,1,0,2,0,0,2,0,0,1,0,91.85,4915,1
1,0,1,0,14,1,0,0,0,0,2,0,0,0,0,0,1,50.2,5346,0
0,0,1,1,20,1,2,1,0,0,2,2,0,2,0,1,0,95.5,1562,0
1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,2,75.35,5813,1
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.45,5814,1
0,0,1,1,49,1,2,1,0,0,0,0,2,2,0,1,0,95.4,3958,0
0,0,0,0,72,1,2,1,2,2,2,0,2,0,2,1,0,101.3,5690,0
0,0,1,0,46,1,2,0,2,0,0,0,0,0,0,0,2,53.1,2149,0
1,0,0,0,24,1,2,1,0,2,2,0,0,0,0,1,0,84.85,1722,0
0,0,1,1,5,0,1,0,0,2,0,2,0,0,0,0,2,34.25,1145,0
0,0,1,1,33,1,2,1,0,2,2,2,0,0,0,0,1,88.6,2535,0
0,0,0,0,42,1,2,0,2,2,0,0,0,0,1,1,0,60.15,2111,0
1,0,0,0,23,1,0,1,2,0,2,0,2,2,1,1,1,99.95,1978,0
1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,70.7,4635,0
1,0,0,0,66,1,0,0,2,2,0,0,0,0,1,1,3,54.8,3042,0
1,0,0,0,24,1,0,0,2,0,0,0,0,0,0,1,0,49.55,428,1
1,1,0,0,24,1,2,0,0,2,0,0,0,0,0,0,1,54.8,574,0
1,0,0,0,69,1,2,0,2,2,2,2,0,2,1,1,1,78.6,4511,1
0,0,0,0,53,1,0,1,0,2,2,0,2,2,1,1,3,100.3,4403,0
0,0,0,0,60,0,1,0,2,0,2,0,2,2,2,0,2,53.6,2857,0
0,0,1,0,7,1,0,1,0,0,0,0,2,0,0,1,2,81.1,4796,1
0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,1,19.35,3727,0
0,0,1,1,23,1,2,1,0,0,0,0,0,2,0,0,2,85.6,1483,0
1,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,2,80.8,4770,0
1,0,1,0,11,1,2,1,0,0,0,0,0,0,0,1,2,74.95,6157,1
1,0,0,0,21,1,0,2,1,1,1,1,1,1,2,0,3,19.6,3386,0
1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.55,6436,1
1,1,0,0,31,1,2,1,0,2,0,0,2,0,0,1,2,90.7,2502,0
0,0,0,0,57,1,0,0,0,2,2,2,2,0,2,0,3,69.75,3378,0
0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,1,0,20.0,6331,0
1,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,95.25,84,0
0,0,1,0,58,1,2,1,0,0,2,2,2,2,0,1,1,102.1,4872,1
1,0,0,1,14,1,0,2,1,1,1,1,1,1,0,0,3,19.95,2373,0
1,0,1,0,27,1,2,0,2,0,0,2,2,2,1,0,3,80.85,1880,0
0,0,1,1,14,1,2,1,0,2,0,0,0,2,0,1,0,90.9,515,1
0,0,1,1,12,0,1,0,0,2,0,0,0,0,0,0,3,29.2,2725,1
0,0,1,1,69,1,2,1,0,2,0,2,0,2,2,1,0,93.3,5201,0
0,0,1,1,25,1,0,1,0,2,2,0,2,0,0,1,0,89.15,1934,1
1,1,1,0,58,1,2,1,2,2,2,0,2,2,1,1,2,108.85,5122,1
0,0,1,1,35,0,1,0,2,0,0,2,2,0,2,1,1,46.35,1189,0
0,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,84.75,684,1
1,0,1,1,45,1,2,0,0,2,2,0,2,2,1,0,1,78.75,3162,0
0,0,0,0,17,1,0,1,0,2,0,0,2,0,0,1,2,83.55,641,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7,3865,1
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,19.6,3645,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.95,5498,1
1,0,1,1,67,1,0,0,2,0,2,2,0,2,2,0,3,67.85,3967,0
0,0,1,1,67,1,2,1,0,0,2,2,2,2,2,1,0,105.65,5370,0
0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,2,44.6,6525,1
1,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1254,1
0,1,0,0,9,1,0,1,0,0,2,0,0,0,0,0,1,75.5,5179,0
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.15,360,0
1,0,0,0,54,0,1,0,2,0,0,2,2,0,2,0,1,45.2,2157,0
0,0,0,0,57,1,0,1,0,0,2,0,2,2,2,1,2,95.25,4582,1
1,0,0,0,24,1,2,1,0,0,2,0,2,0,0,1,3,89.85,1822,1
0,0,1,1,49,1,2,1,0,2,0,0,2,2,1,0,3,100.45,4232,1
1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,2,47.15,1904,1
1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.2,1400,1
0,0,0,1,4,1,2,1,0,0,2,2,0,0,0,1,3,87.1,2996,1
1,0,1,1,70,1,2,0,2,2,2,2,2,0,2,1,0,79.25,4779,0
1,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,0,75.9,3137,1
1,0,1,1,53,1,2,0,2,0,2,2,2,2,0,0,2,85.7,3963,0
0,0,1,0,47,1,2,1,2,2,2,0,2,0,0,1,2,98.75,3902,1
0,0,0,1,31,1,0,2,1,1,1,1,1,1,1,0,1,20.1,4874,0
1,0,1,1,13,1,0,0,0,2,2,2,0,0,0,0,0,61.8,5822,0
0,0,1,1,28,1,2,0,0,0,0,0,0,0,0,0,3,49.9,794,0
0,0,0,0,10,1,2,1,0,0,0,0,0,2,0,0,2,86.45,6180,1
1,0,1,0,38,1,0,2,1,1,1,1,1,1,2,0,0,20.4,5785,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.3,3859,1
1,0,1,0,67,1,2,1,0,2,2,0,2,2,1,0,2,104.1,5584,1
1,0,1,0,52,1,0,0,2,2,0,0,2,2,1,1,3,75.4,3348,0
1,0,1,1,62,1,0,1,2,2,2,2,2,2,2,0,3,108.15,5436,0
0,0,0,0,16,1,0,1,0,2,0,0,0,2,0,1,2,86.25,665,0
0,1,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.0,3243,1
1,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,2,95.7,387,0
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,116.85,6245,0
1,1,0,0,71,1,2,1,0,2,0,2,2,2,1,0,0,105.75,5748,0
0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,20.15,3928,0
0,0,0,0,15,1,0,2,1,1,1,1,1,1,2,0,3,19.6,2918,0
1,0,1,0,67,1,0,1,2,2,0,0,0,2,1,1,1,90.6,4994,1
1,0,0,1,2,1,2,0,2,2,0,0,0,0,0,0,0,60.95,662,0
0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,3,25.05,498,0
0,0,1,0,15,1,0,1,0,0,0,0,2,2,0,0,2,88.15,756,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,1653,1
1,0,1,1,41,1,0,0,2,2,2,0,0,0,1,1,0,60.3,2214,0
0,0,0,1,43,1,0,0,2,2,0,0,0,2,0,1,2,63.95,2423,0
1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,2,74.3,5760,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,5556,0
0,0,1,1,26,1,0,1,0,0,0,0,2,2,0,1,2,90.8,2041,1
1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,79.35,1281,1
1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,90.55,5204,0
1,0,0,0,7,1,0,2,1,1,1,1,1,1,2,0,3,19.45,1170,0
0,1,0,0,28,1,2,0,0,2,2,2,0,0,0,0,0,64.45,1481,0
1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,2,69.65,126,0
1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19.5,556,0
0,0,0,0,69,1,2,1,0,2,2,2,2,2,2,1,0,110.5,5792,0
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,24.7,2085,0
1,0,0,0,3,1,0,0,2,0,2,0,2,2,0,1,2,77.4,1728,0
1,1,0,0,21,1,0,1,0,0,2,0,2,2,0,1,0,96.8,1706,1
0,0,1,0,69,1,2,1,0,2,2,0,0,0,0,1,0,85.4,4863,0
0,0,1,0,71,0,1,0,2,2,2,2,0,0,2,1,0,47.6,2974,0
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,3,19.4,674,0
0,0,0,0,48,1,2,1,0,0,2,2,2,2,0,1,2,103.85,4233,0
1,0,1,0,47,1,2,1,0,2,2,0,0,0,0,1,0,83.35,3519,1
0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,2,49.4,159,1
1,0,0,0,45,1,2,1,2,0,2,2,2,2,0,1,1,108.45,4243,0
1,0,0,0,51,1,2,1,0,2,0,0,0,0,0,0,0,81.0,3528,0
0,0,1,0,22,1,2,0,2,0,0,2,2,2,0,1,2,79.2,1303,1
1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,86.65,5098,0
1,0,1,1,37,1,2,1,0,2,2,0,2,0,0,1,2,92.95,3002,0
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.35,5154,0
1,0,1,1,7,1,0,0,0,0,2,0,0,0,0,0,2,48.7,2988,1
0,0,0,0,66,1,2,2,1,1,1,1,1,1,2,1,1,25.15,1221,0
1,0,1,1,51,1,0,0,2,0,0,2,2,2,1,1,0,76.4,3433,0
0,0,1,1,30,1,0,2,1,1,1,1,1,1,1,0,0,19.55,5012,0
0,0,0,0,34,1,2,1,0,0,0,0,2,0,0,0,2,85.35,2543,0
1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.8,975,0
1,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,0,103.15,5417,0
1,0,0,0,47,1,2,1,2,2,0,2,2,0,0,0,3,100.75,3991,0
0,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.6,6488,1
0,0,0,0,49,1,2,0,2,2,0,0,0,0,0,1,1,59.75,2580,1
0,0,1,1,67,1,2,1,0,2,0,2,2,0,2,0,1,94.1,5140,0
1,0,0,1,39,1,0,2,1,1,1,1,1,1,1,0,0,19.35,5947,0
1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,3,19.9,2487,0
0,1,0,0,43,1,0,1,2,2,0,2,2,2,0,1,1,108.15,3954,1
1,1,0,0,56,1,2,1,0,0,2,0,2,2,0,1,2,101.05,4672,0
0,0,0,0,14,1,0,0,0,0,0,2,0,2,1,0,1,59.1,5923,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,71.35,5612,1
1,0,1,1,16,1,0,0,2,2,0,0,0,0,1,1,3,55.85,6279,0
1,0,1,1,70,1,2,1,2,2,0,0,2,2,0,1,2,106.05,5847,0
1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,84.1,4943,0
0,0,1,1,23,1,0,1,0,0,2,0,0,0,0,1,1,75.3,1245,0
1,0,0,1,21,1,2,2,1,1,1,1,1,1,0,0,3,24.7,3992,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.15,1652,1
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,69.75,5494,1
0,1,1,0,32,1,2,1,0,0,0,0,2,2,0,1,2,93.2,2577,1
1,0,1,1,17,1,0,1,0,0,0,0,2,0,0,0,2,80.85,778,1
0,0,0,0,4,0,1,0,2,2,0,0,0,0,0,1,2,33.65,710,1
